id_electoral,ano,tipo_eleccion,fecha_eleccion,coddpto,departamento,codmpio,municipio,circunscripcion,codigo_partido,codigo_lista,primer_apellido,segundo_apellido,nombres,votos,curules,censoe_mujeres,censoe_hombres,censoe_total
620150002,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5002,ABEJORRAL,Municipal,20130001,3,CASTRILLON,RUIZ,JAVIER DE JESUS,378,0,7292,7860,15152
620150002,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5002,ABEJORRAL,Municipal,19910006,4,RAMIREZ,RESTREPO,GERMAN DE JESUS,112,0,7292,7860,15152
620150002,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5002,ABEJORRAL,Municipal,18490002,5,GARCIA,RINCON,IVAN DE JESUS,1580,0,7292,7860,15152
620150002,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5002,ABEJORRAL,Municipal,20090001,6,OSORIO,TABARES,DORA LUZ,1771,0,7292,7860,15152
620150002,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5002,ABEJORRAL,Municipal,,997,TARJETAS NO MARCADAS,,,221,0,7292,7860,15152
620150002,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5002,ABEJORRAL,Municipal,,998,VOTOS NULOS,,,294,0,7292,7860,15152
620150002,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5002,ABEJORRAL,Municipal,,999,VOTOS EN BLANCO,,,69,0,7292,7860,15152
620150003,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5004,ABRIAQUI,Municipal,20090001,1,HOYOS,MORENO,RAMON EMIRO,567,0,867,1044,1911
620150003,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5004,ABRIAQUI,Municipal,18490002,2,LOPEZ,SEPULVEDA,JHON FREDY,735,1,867,1044,1911
620150003,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5004,ABRIAQUI,Municipal,20030001,3,GARCIA,MARIN,MARIA ESPERANZA,24,0,867,1044,1911
620150003,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5004,ABRIAQUI,Municipal,,997,TARJETAS NO MARCADAS,,,6,0,867,1044,1911
620150003,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5004,ABRIAQUI,Municipal,,998,VOTOS NULOS,,,12,0,867,1044,1911
620150003,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5004,ABRIAQUI,Municipal,,999,VOTOS EN BLANCO,,,6,0,867,1044,1911
620150004,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5021,ALEJANDRIA,Municipal,20050002,1,LOPEZ,PEREZ,LUIS FERNANDO,1921,1,2210,2322,4532
620150004,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5021,ALEJANDRIA,Municipal,18490002,2,NARANJO,OSORIO,GLORIA CECILIA,1347,0,2210,2322,4532
620150004,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5021,ALEJANDRIA,Municipal,,997,TARJETAS NO MARCADAS,,,29,0,2210,2322,4532
620150004,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5021,ALEJANDRIA,Municipal,,998,VOTOS NULOS,,,24,0,2210,2322,4532
620150004,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5021,ALEJANDRIA,Municipal,,999,VOTOS EN BLANCO,,,26,0,2210,2322,4532
620150005,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5030,AMAGA,Municipal,20090001,1,FLOREZ,GARCIA,ROGER EDUARDO,23,0,11104,10550,21654
620150005,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5030,AMAGA,Municipal,20130001,2,MOLINA,MOLINA,WILSER DARIO,3902,1,11104,10550,21654
620150005,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5030,AMAGA,Municipal,20130002,3,,,RETIRADO (A),33,0,11104,10550,21654
620150005,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5030,AMAGA,Municipal,20090002,4,PEREZ,AVENDANO,ALDEMAR ANTONIO,1751,0,11104,10550,21654
620150005,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5030,AMAGA,Municipal,18490002,5,TABORDA,ZAPATA,DAVID ESTEBAN,1080,0,11104,10550,21654
620150005,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5030,AMAGA,Municipal,18480001,6,MOLINA,RODAS,LEONARDO DE JESUS,3564,0,11104,10550,21654
620150005,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5030,AMAGA,Municipal,20050002,7,ZAPATA,LAVERDE,EDGAR DE JESUS,1651,0,11104,10550,21654
620150005,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5030,AMAGA,Municipal,,997,TARJETAS NO MARCADAS,,,206,0,11104,10550,21654
620150005,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5030,AMAGA,Municipal,,998,VOTOS NULOS,,,258,0,11104,10550,21654
620150005,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5030,AMAGA,Municipal,,999,VOTOS EN BLANCO,,,268,0,11104,10550,21654
620150006,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5031,AMALFI,Municipal,20150746,1,PALACIO,BERRIO,GEORGINA MARIA,611,0,7987,8639,16626
620150006,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5031,AMALFI,Municipal,20030001,2,MONSALVE,SANCHEZ,ROMAN FERNANDO,4238,1,7987,8639,16626
620150006,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5031,AMALFI,Municipal,18490002,3,GIL,JARAMILLO,FEDERICO,3390,0,7987,8639,16626
620150006,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5031,AMALFI,Municipal,,997,TARJETAS NO MARCADAS,,,260,0,7987,8639,16626
620150006,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5031,AMALFI,Municipal,,998,VOTOS NULOS,,,210,0,7987,8639,16626
620150006,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5031,AMALFI,Municipal,,999,VOTOS EN BLANCO,,,112,0,7987,8639,16626
620150007,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5034,ANDES,Municipal,18490002,1,PAREJA,JARAMILLO,ALVARO DIEGO,8251,0,16244,17837,34081
620150007,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5034,ANDES,Municipal,20130001,2,CASTRO,BELTRAN,CARLOS ALFONSO,232,0,16244,17837,34081
620150007,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5034,ANDES,Municipal,20050002,3,MEJIA,ARAMBURO,JOHN JAIRO,9311,1,16244,17837,34081
620150007,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5034,ANDES,Municipal,,997,TARJETAS NO MARCADAS,,,619,0,16244,17837,34081
620150007,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5034,ANDES,Municipal,,998,VOTOS NULOS,,,422,0,16244,17837,34081
620150007,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5034,ANDES,Municipal,,999,VOTOS EN BLANCO,,,355,0,16244,17837,34081
620150008,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5036,ANGELOPOLIS,Municipal,20150004,1,ZAPATA,MARIN,OLGA LUCIA,1691,1,2874,3081,5955
620150008,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5036,ANGELOPOLIS,Municipal,20130001,2,PADILLA,GOMEZ,JAIME ANDRES,236,0,2874,3081,5955
620150008,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5036,ANGELOPOLIS,Municipal,20030001,3,FRANCO,MUNOZ,CARLOS MARIO,1018,0,2874,3081,5955
620150008,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5036,ANGELOPOLIS,Municipal,20130002,4,AGUDELO,,ERIKA LUCIA,605,0,2874,3081,5955
620150008,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5036,ANGELOPOLIS,Municipal,,997,TARJETAS NO MARCADAS,,,49,0,2874,3081,5955
620150008,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5036,ANGELOPOLIS,Municipal,,998,VOTOS NULOS,,,70,0,2874,3081,5955
620150008,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5036,ANGELOPOLIS,Municipal,,999,VOTOS EN BLANCO,,,46,0,2874,3081,5955
620150009,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5038,ANGOSTURA,Municipal,20090002,1,ZEA,HENAO,JOHN JAIRO,163,0,4324,4596,8920
620150009,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5038,ANGOSTURA,Municipal,20130001,2,JARAMILLO,SANCHEZ,NICOLAS ALBERTO,163,0,4324,4596,8920
620150009,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5038,ANGOSTURA,Municipal,18490002,3,PORRAS,ARENAS,MARTA LUCIA,1611,1,4324,4596,8920
620150009,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5038,ANGOSTURA,Municipal,18480001,4,GUTIERREZ,GONZALEZ,GREGORIO DE JESUS,1405,0,4324,4596,8920
620150009,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5038,ANGOSTURA,Municipal,20030001,5,CARDENAS,RESTREPO,DANIEL ISAURO,1262,0,4324,4596,8920
620150009,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5038,ANGOSTURA,Municipal,,997,TARJETAS NO MARCADAS,,,264,0,4324,4596,8920
620150009,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5038,ANGOSTURA,Municipal,,998,VOTOS NULOS,,,181,0,4324,4596,8920
620150009,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5038,ANGOSTURA,Municipal,,999,VOTOS EN BLANCO,,,83,0,4324,4596,8920
620150010,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5040,ANORI,Municipal,20090002,1,JESUS,GRANDA,ORLANDO DE JESUS,2227,0,4946,5961,10907
620150010,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5040,ANORI,Municipal,20030001,2,HERNANDEZ,GUERRA,JOSE ADONAI,66,0,4946,5961,10907
620150010,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5040,ANORI,Municipal,18480001,3,HERON,ARANGO,NICOLAS GUILLERMO,3742,1,4946,5961,10907
620150010,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5040,ANORI,Municipal,,997,TARJETAS NO MARCADAS,,,85,0,4946,5961,10907
620150010,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5040,ANORI,Municipal,,998,VOTOS NULOS,,,99,0,4946,5961,10907
620150010,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5040,ANORI,Municipal,,999,VOTOS EN BLANCO,,,53,0,4946,5961,10907
620150011,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5042,SANTA FE DE ANTIOQUIA,Municipal,20030001,1,HIDALGO,VIDALES,LUVIN,26,0,9642,9958,19600
620150011,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5042,SANTA FE DE ANTIOQUIA,Municipal,20050002,2,MARTINEZ,MORA,ELKIN,4110,0,9642,9958,19600
620150011,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5042,SANTA FE DE ANTIOQUIA,Municipal,19910001,3,BENITEZ,BENITEZ,BAYARDO LEON,101,0,9642,9958,19600
620150011,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5042,SANTA FE DE ANTIOQUIA,Municipal,20130001,4,PARDO,SERNA,ANDRES FELIPE,1422,0,9642,9958,19600
620150011,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5042,SANTA FE DE ANTIOQUIA,Municipal,18480001,5,RIVERA,FERNANDEZ,SAULO ARMANDO,5014,1,9642,9958,19600
620150011,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5042,SANTA FE DE ANTIOQUIA,Municipal,,997,TARJETAS NO MARCADAS,,,343,0,9642,9958,19600
620150011,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5042,SANTA FE DE ANTIOQUIA,Municipal,,998,VOTOS NULOS,,,301,0,9642,9958,19600
620150011,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5042,SANTA FE DE ANTIOQUIA,Municipal,,999,VOTOS EN BLANCO,,,257,0,9642,9958,19600
620150012,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5044,ANZA,Municipal,18480001,1,HOLGUIN,MUNERA,ANDRES FELIPE,1830,0,2665,2955,5620
620150012,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5044,ANZA,Municipal,20130001,2,SANCHEZ,MARIN,ALEXANDRA,1873,1,2665,2955,5620
620150012,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5044,ANZA,Municipal,,997,TARJETAS NO MARCADAS,,,68,0,2665,2955,5620
620150012,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5044,ANZA,Municipal,,998,VOTOS NULOS,,,39,0,2665,2955,5620
620150012,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5044,ANZA,Municipal,,999,VOTOS EN BLANCO,,,17,0,2665,2955,5620
620150013,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5045,APARTADO,Municipal,18480001,1,PATINO,VARGAS,RENE AUGUSTO,1700,0,44309,42659,86968
620150013,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5045,APARTADO,Municipal,20150005,2,CANIZALEZ,PALACIOS,FELIPE BENICIO,17304,0,44309,42659,86968
620150013,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5045,APARTADO,Municipal,20050002,3,ARTEAGA,VARGAS,ELIECER,20333,1,44309,42659,86968
620150013,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5045,APARTADO,Municipal,20050001,4,PALACIOS,VALENCIA,HENRY,135,0,44309,42659,86968
620150013,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5045,APARTADO,Municipal,19910001,5,CUADRADO,SIMANCA,OSVALDO,3334,0,44309,42659,86968
620150013,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5045,APARTADO,Municipal,20150764,6,,,RETIRADO (A),64,0,44309,42659,86968
620150013,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5045,APARTADO,Municipal,20090001,7,RIVAS,PALACIO,MANUEL DE JESUS,1265,0,44309,42659,86968
620150013,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5045,APARTADO,Municipal,20130001,8,FRANCO,VALDERRAMA,ENRIQUE ALBEIRO,299,0,44309,42659,86968
620150013,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5045,APARTADO,Municipal,19850001,9,LOPEZ,VELEZ,ESNEDA DEL,485,0,44309,42659,86968
620150013,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5045,APARTADO,Municipal,,997,TARJETAS NO MARCADAS,,,1095,0,44309,42659,86968
620150013,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5045,APARTADO,Municipal,,998,VOTOS NULOS,,,1169,0,44309,42659,86968
620150013,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5045,APARTADO,Municipal,,999,VOTOS EN BLANCO,,,1629,0,44309,42659,86968
620150014,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5051,ARBOLETES,Municipal,19850001,1,TORDECILLA,MORALES,CARLOS ANDRES,13,0,10082,11173,21255
620150014,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5051,ARBOLETES,Municipal,18480001,2,GONZALEZ,AVILA,ALVARO,2838,0,10082,11173,21255
620150014,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5051,ARBOLETES,Municipal,20050002,3,ADAMS,VELLOJIN,JUAN CARLOS,4212,0,10082,11173,21255
620150014,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5051,ARBOLETES,Municipal,20130001,4,POO,MADERA,FRANCIA,611,0,10082,11173,21255
620150014,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5051,ARBOLETES,Municipal,18490002,5,GOMEZ,GONZALEZ,JAHIRA MILENA,8,0,10082,11173,21255
620150014,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5051,ARBOLETES,Municipal,20030001,6,ACUNA,ROMERO,LORENZO II,4808,1,10082,11173,21255
620150014,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5051,ARBOLETES,Municipal,,997,TARJETAS NO MARCADAS,,,319,0,10082,11173,21255
620150014,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5051,ARBOLETES,Municipal,,998,VOTOS NULOS,,,278,0,10082,11173,21255
620150014,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5051,ARBOLETES,Municipal,,999,VOTOS EN BLANCO,,,42,0,10082,11173,21255
620150015,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5055,ARGELIA,Municipal,20030001,1,ALVAREZ,SOSSA,ALVARO HERNAN,9,0,3114,3476,6590
620150015,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5055,ARGELIA,Municipal,20050002,2,CARDONA,ZAPATA,JORGE IVAN,808,0,3114,3476,6590
620150015,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5055,ARGELIA,Municipal,20090002,3,MARTINEZ,MORALES,BAIRO,1514,1,3114,3476,6590
620150015,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5055,ARGELIA,Municipal,20130001,4,GRANADA,PEREZ,JOSE LUIS,1010,0,3114,3476,6590
620150015,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5055,ARGELIA,Municipal,20130002,5,SALAZAR,GOMEZ,MARIA CELMIRA,30,0,3114,3476,6590
620150015,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5055,ARGELIA,Municipal,18490002,6,BUITRAGO,TORO,CARLOS MARIO,474,0,3114,3476,6590
620150015,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5055,ARGELIA,Municipal,,997,TARJETAS NO MARCADAS,,,47,0,3114,3476,6590
620150015,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5055,ARGELIA,Municipal,,998,VOTOS NULOS,,,50,0,3114,3476,6590
620150015,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5055,ARGELIA,Municipal,,999,VOTOS EN BLANCO,,,20,0,3114,3476,6590
620150016,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5059,ARMENIA,Municipal,18490002,1,CUARTAS,QUIROZ,JOSE IGNACIO,426,0,2274,2526,4800
620150016,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5059,ARMENIA,Municipal,20050002,2,RICO,BEDOYA,DIDIER HERNANDO,343,0,2274,2526,4800
620150016,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5059,ARMENIA,Municipal,20130001,3,GIL,MONTOYA,ABRAHAM DE JESUS,17,0,2274,2526,4800
620150016,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5059,ARMENIA,Municipal,18480001,4,BARRERA,CASTANO,GABRIEL JAIME,1663,1,2274,2526,4800
620150016,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5059,ARMENIA,Municipal,,997,TARJETAS NO MARCADAS,,,101,0,2274,2526,4800
620150016,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5059,ARMENIA,Municipal,,998,VOTOS NULOS,,,71,0,2274,2526,4800
620150016,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5059,ARMENIA,Municipal,,999,VOTOS EN BLANCO,,,31,0,2274,2526,4800
620150017,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5079,BARBOSA,Municipal,20130002,1,RINALDI,MARTINEZ,ALVARO,1299,0,19172,18486,37658
620150017,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5079,BARBOSA,Municipal,20050001,2,ESTRADA,RAMIREZ,LILIANA MARIA,685,0,19172,18486,37658
620150017,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5079,BARBOSA,Municipal,18480001,3,VANEGAS,VELEZ,JAIME LEON,5023,0,19172,18486,37658
620150017,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5079,BARBOSA,Municipal,20150006,4,GALLEGO,ARIAS,EDGAR AUGUSTO,5791,0,19172,18486,37658
620150017,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5079,BARBOSA,Municipal,20050002,5,GARCIA,RESTREPO,EDISON,8591,1,19172,18486,37658
620150017,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5079,BARBOSA,Municipal,,997,TARJETAS NO MARCADAS,,,712,0,19172,18486,37658
620150017,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5079,BARBOSA,Municipal,,998,VOTOS NULOS,,,545,0,19172,18486,37658
620150017,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5079,BARBOSA,Municipal,,999,VOTOS EN BLANCO,,,603,0,19172,18486,37658
620150018,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5086,BELMIRA,Municipal,19910001,1,VALENCIA,VILLA,RAFAEL ANGEL,1398,0,2264,2456,4720
620150018,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5086,BELMIRA,Municipal,18480001,2,LONDONO,LONDONO,JORGE IGNACIO,1681,1,2264,2456,4720
620150018,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5086,BELMIRA,Municipal,,997,TARJETAS NO MARCADAS,,,73,0,2264,2456,4720
620150018,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5086,BELMIRA,Municipal,,998,VOTOS NULOS,,,25,0,2264,2456,4720
620150018,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5086,BELMIRA,Municipal,,999,VOTOS EN BLANCO,,,32,0,2264,2456,4720
620150019,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5088,BELLO,Municipal,20050001,1,MUNERA,VASQUEZ,JUAN MANUEL,1896,0,175576,148202,323778
620150019,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5088,BELLO,Municipal,20150007,2,SUAREZ,MIRA,CESAR AUGUSTO,54543,1,175576,148202,323778
620150019,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5088,BELLO,Municipal,20130001,3,PEREZ,MUNOZ,OSCAR ANDRES,53251,0,175576,148202,323778
620150019,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5088,BELLO,Municipal,20090002,4,MUNOZ,LOPERA,LEON FREDY,14320,0,175576,148202,323778
620150019,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5088,BELLO,Municipal,19910006,5,CONGOTE,MONTOYA,DIEGO ANDRES,6229,0,175576,148202,323778
620150019,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5088,BELLO,Municipal,,997,TARJETAS NO MARCADAS,,,7300,0,175576,148202,323778
620150019,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5088,BELLO,Municipal,,998,VOTOS NULOS,,,4963,0,175576,148202,323778
620150019,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5088,BELLO,Municipal,,999,VOTOS EN BLANCO,,,17334,0,175576,148202,323778
620150020,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5091,BETANIA,Municipal,18480001,1,VILLADA,URIBE,CARLOS MARIO,2052,0,3809,4508,8317
620150020,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5091,BETANIA,Municipal,20150008,2,SANCHEZ,SANCHEZ,RONALD ALEJANDRO,2989,1,3809,4508,8317
620150020,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5091,BETANIA,Municipal,,997,TARJETAS NO MARCADAS,,,64,0,3809,4508,8317
620150020,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5091,BETANIA,Municipal,,998,VOTOS NULOS,,,51,0,3809,4508,8317
620150020,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5091,BETANIA,Municipal,,999,VOTOS EN BLANCO,,,32,0,3809,4508,8317
620150021,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5093,BETULIA,Municipal,20130001,1,,,RETIRADO (A),4,0,6180,7045,13225
620150021,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5093,BETULIA,Municipal,20090001,2,CORREA,YEPES,RAFAEL ANTONIO,918,0,6180,7045,13225
620150021,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5093,BETULIA,Municipal,18490002,3,SUAREZ,CASTILLO,BENJAMIN ALONSO,3264,1,6180,7045,13225
620150021,2015,Alcaldía Municipal,Octubre 25,5,ANTIOQUIA,5093,BETULIA,Municipal,18480001,4,LEMA,HURTADO,RAMON ANTONIO,2692,0,6180,7045,13225
