id_electoral,ano,tipo_eleccion,fecha_eleccion,coddpto,departamento,codmpio,municipio,circunscripcion,codigo_partido,codigo_lista,primer_apellido,segundo_apellido,nombres,votos,curules,censoe_mujeres,censoe_hombres,censoe_total
620070002,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5002,ABEJORRAL,Municipal,19910001,3,MANRIQUE,HERNANDEZ,JOHN JAIRO,1908,0,7020,7333,14353
620070002,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5002,ABEJORRAL,Municipal,20050002,4,CARDONA,RIOS,LUIS GUILLERMO,122,0,7020,7333,14353
620070002,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5002,ABEJORRAL,Municipal,,997,TARJETAS NO MARCADAS,,,197,0,7020,7333,14353
620070002,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5002,ABEJORRAL,Municipal,,998,VOTOS NULOS,,,201,0,7020,7333,14353
620070002,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5002,ABEJORRAL,Municipal,,999,VOTOS EN BLANCO,,,63,0,7020,7333,14353
620070003,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5004,ABRIAQUI,Municipal,20050004,1,SALAS,CARDONA,LUIS ALFONSO,540,0,965,1086,2051
620070003,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5004,ABRIAQUI,Municipal,20050002,2,GOMEZ,BEDOYA,EDGAR HERNANDO,810,1,965,1086,2051
620070003,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5004,ABRIAQUI,Municipal,,997,TARJETAS NO MARCADAS,,,25,0,965,1086,2051
620070003,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5004,ABRIAQUI,Municipal,,998,VOTOS NULOS,,,10,0,965,1086,2051
620070003,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5004,ABRIAQUI,Municipal,,999,VOTOS EN BLANCO,,,6,0,965,1086,2051
620070004,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5021,ALEJANDRIA,Municipal,20050004,1,VALENCIA,VARGAS,OSCAR IGNACIO,1344,1,1978,2001,3979
620070004,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5021,ALEJANDRIA,Municipal,18490002,2,OSORIO,OCAMPO,FABIO,1269,0,1978,2001,3979
620070004,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5021,ALEJANDRIA,Municipal,,997,TARJETAS NO MARCADAS,,,35,0,1978,2001,3979
620070004,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5021,ALEJANDRIA,Municipal,,998,VOTOS NULOS,,,26,0,1978,2001,3979
620070004,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5021,ALEJANDRIA,Municipal,,999,VOTOS EN BLANCO,,,8,0,1978,2001,3979
620070005,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5030,AMAGA,Municipal,20050004,1,ZAPATA,,AUXILIO DEL SOCORRO,3965,1,9596,9247,18843
620070005,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5030,AMAGA,Municipal,18490002,2,RIVERA,ALVAREZ,ADRIANA MARIA,1301,0,9596,9247,18843
620070005,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5030,AMAGA,Municipal,18480001,3,HERNANDEZ,PIEDRAHITA,ARMANDO DE JESUS,3886,0,9596,9247,18843
620070005,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5030,AMAGA,Municipal,20050002,4,CORREA,RESTREPO,GUILLERMO ANTONIO,620,0,9596,9247,18843
620070005,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5030,AMAGA,Municipal,20050001,5,ATEHORTUA,ALVAREZ,HECTOR GUILLERMO,117,0,9596,9247,18843
620070005,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5030,AMAGA,Municipal,,997,TARJETAS NO MARCADAS,,,293,0,9596,9247,18843
620070005,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5030,AMAGA,Municipal,,998,VOTOS NULOS,,,293,0,9596,9247,18843
620070005,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5030,AMAGA,Municipal,,999,VOTOS EN BLANCO,,,198,0,9596,9247,18843
620070006,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5031,AMALFI,Municipal,20050004,1,ALZATE,SIERRA,ADRIANA MARIA,1033,0,6243,6697,12940
620070006,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5031,AMALFI,Municipal,20070303,2,LOPERA,HERNANDEZ,LUIS EDUARDO,1026,0,6243,6697,12940
620070006,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5031,AMALFI,Municipal,20060002,3,VELEZ,MESA,OSCAR LEON,580,0,6243,6697,12940
620070006,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5031,AMALFI,Municipal,18480001,4,QUINTERO,CASTANO,FRANCISCO ALFONSO,3145,1,6243,6697,12940
620070006,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5031,AMALFI,Municipal,20050002,5,ZULUAGA,GIRALDO,JORGE HERNAN,286,0,6243,6697,12940
620070006,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5031,AMALFI,Municipal,,997,TARJETAS NO MARCADAS,,,176,0,6243,6697,12940
620070006,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5031,AMALFI,Municipal,,998,VOTOS NULOS,,,126,0,6243,6697,12940
620070006,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5031,AMALFI,Municipal,,999,VOTOS EN BLANCO,,,95,0,6243,6697,12940
620070007,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5034,ANDES,Municipal,20050004,1,GALLON,ARANGO,HORACIO,9984,1,14283,15364,29647
620070007,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5034,ANDES,Municipal,20060002,2,LEMOS,URIBE,JUAN FELIPE,5343,0,14283,15364,29647
620070007,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5034,ANDES,Municipal,18480001,3,TORO,RIVAS,HERNANDO,32,0,14283,15364,29647
620070007,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5034,ANDES,Municipal,,997,TARJETAS NO MARCADAS,,,539,0,14283,15364,29647
620070007,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5034,ANDES,Municipal,,998,VOTOS NULOS,,,364,0,14283,15364,29647
620070007,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5034,ANDES,Municipal,,999,VOTOS EN BLANCO,,,153,0,14283,15364,29647
620070008,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5036,ANGELOPOLIS,Municipal,20050004,1,MARIN,HENAO,ELKIN ALBERTO,990,1,2242,2409,4651
620070008,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5036,ANGELOPOLIS,Municipal,20060002,2,VELEZ,SANCHEZ,MARTHA EDILIA,914,0,2242,2409,4651
620070008,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5036,ANGELOPOLIS,Municipal,18480001,3,QUICENO,ARANGO,LUZ INES,913,0,2242,2409,4651
620070008,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5036,ANGELOPOLIS,Municipal,,997,TARJETAS NO MARCADAS,,,39,0,2242,2409,4651
620070008,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5036,ANGELOPOLIS,Municipal,,998,VOTOS NULOS,,,44,0,2242,2409,4651
620070008,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5036,ANGELOPOLIS,Municipal,,999,VOTOS EN BLANCO,,,12,0,2242,2409,4651
620070009,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5038,ANGOSTURA,Municipal,20050004,1,VALENCIA,MARIN,RICARDO LEON,3713,1,3673,3876,7549
620070009,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5038,ANGOSTURA,Municipal,,997,TARJETAS NO MARCADAS,,,221,0,3673,3876,7549
620070009,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5038,ANGOSTURA,Municipal,,998,VOTOS NULOS,,,41,0,3673,3876,7549
620070009,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5038,ANGOSTURA,Municipal,,999,VOTOS EN BLANCO,,,201,0,3673,3876,7549
620070010,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5040,ANORI,Municipal,19980010,1,AGUDELO,ECHEVRRI,PEDRO PABLO,1859,0,3977,4860,8837
620070010,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5040,ANORI,Municipal,18480001,2,HERON,ARANGO,NICOLAS GUILLERMO,2542,1,3977,4860,8837
620070010,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5040,ANORI,Municipal,,997,TARJETAS NO MARCADAS,,,106,0,3977,4860,8837
620070010,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5040,ANORI,Municipal,,998,VOTOS NULOS,,,47,0,3977,4860,8837
620070010,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5040,ANORI,Municipal,,999,VOTOS EN BLANCO,,,21,0,3977,4860,8837
620070011,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5042,SANTA FE DE ANTIOQUIA,Municipal,20050004,1,RODRIGUEZ,VARGAS,FREY LEON,1116,0,7657,7962,15619
620070011,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5042,SANTA FE DE ANTIOQUIA,Municipal,19910001,2,CANO,JIMENEZ,REINEL ANTONIO,117,0,7657,7962,15619
620070011,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5042,SANTA FE DE ANTIOQUIA,Municipal,19980010,3,CARVAJAL,PULGARIN,NICOLAS,2898,0,7657,7962,15619
620070011,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5042,SANTA FE DE ANTIOQUIA,Municipal,20060002,4,ZAPATA,COLON,RAMON EMILIO,314,0,7657,7962,15619
620070011,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5042,SANTA FE DE ANTIOQUIA,Municipal,20050002,5,LEAL,SARRAZOLA,HEMEL DE JESUS,3165,1,7657,7962,15619
620070011,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5042,SANTA FE DE ANTIOQUIA,Municipal,,997,TARJETAS NO MARCADAS,,,364,0,7657,7962,15619
620070011,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5042,SANTA FE DE ANTIOQUIA,Municipal,,998,VOTOS NULOS,,,258,0,7657,7962,15619
620070011,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5042,SANTA FE DE ANTIOQUIA,Municipal,,999,VOTOS EN BLANCO,,,264,0,7657,7962,15619
620070012,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5044,ANZA,Municipal,19980010,1,HERNANDEZ,ORTIZ,MAGIN ESTEBAN,18,0,1920,2165,4085
620070012,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5044,ANZA,Municipal,20060002,2,MARTINEZ,SIERRA,LUIS GONZAGA,783,0,1920,2165,4085
620070012,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5044,ANZA,Municipal,18480001,3,CARO,,LEON ALBEIRO,418,0,1920,2165,4085
620070012,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5044,ANZA,Municipal,20070279,4,MORENO,CARO,FRANCISCO DE JESUS,853,1,1920,2165,4085
620070012,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5044,ANZA,Municipal,,997,TARJETAS NO MARCADAS,,,91,0,1920,2165,4085
620070012,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5044,ANZA,Municipal,,998,VOTOS NULOS,,,64,0,1920,2165,4085
620070012,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5044,ANZA,Municipal,,999,VOTOS EN BLANCO,,,20,0,1920,2165,4085
620070013,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5045,APARTADO,Municipal,20050004,1,BANQUET,PAEZ,JAIRO ALBERTO,4868,0,33378,32542,65920
620070013,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5045,APARTADO,Municipal,19930001,2,VIDALES,LOPEZ,RODRIGO,79,0,33378,32542,65920
620070013,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5045,APARTADO,Municipal,19910001,3,DOVAL,URANGO,JESUS ENRIQUE,7917,0,33378,32542,65920
620070013,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5045,APARTADO,Municipal,20020007,4,MARULANDA,LOPEZ,ELIO DE JESUS,591,0,33378,32542,65920
620070013,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5045,APARTADO,Municipal,19980010,5,PANIAGUA,GAVIRIA,JUAN FRANCISCO,86,0,33378,32542,65920
620070013,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5045,APARTADO,Municipal,20060002,6,VALENCIA,MOSQUERA,DAISY DEL CARMEN,1332,0,33378,32542,65920
620070013,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5045,APARTADO,Municipal,19970002,7,CUADRADO,SIMANCA,OSVALDO,9229,1,33378,32542,65920
620070013,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5045,APARTADO,Municipal,18480001,8,ZMBRANO,MORENO,EDUARDO ENRIQUE,6367,0,33378,32542,65920
620070013,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5045,APARTADO,Municipal,20050002,9,GIRALDO,AGUIRRE,LUIS GONZALO,1004,0,33378,32542,65920
620070013,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5045,APARTADO,Municipal,20050001,10,JARAMILLO,VELASQUEZ,WILMAR DE JESUS,192,0,33378,32542,65920
620070013,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5045,APARTADO,Municipal,,997,TARJETAS NO MARCADAS,,,1275,0,33378,32542,65920
620070013,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5045,APARTADO,Municipal,,998,VOTOS NULOS,,,779,0,33378,32542,65920
620070013,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5045,APARTADO,Municipal,,999,VOTOS EN BLANCO,,,896,0,33378,32542,65920
620070014,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5051,ARBOLETES,Municipal,20050004,1,OSORIO,GARCES,DENIS,1080,0,8673,9798,18471
620070014,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5051,ARBOLETES,Municipal,19980010,2,GUERRA,GUERRA,GUSTAVO GERMAN,3245,1,8673,9798,18471
620070014,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5051,ARBOLETES,Municipal,20060002,3,GARRIDO,HENAO,DIANA STELLA,2398,0,8673,9798,18471
620070014,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5051,ARBOLETES,Municipal,18480001,4,GONZALEZ,AVILA,ROBERTO,2370,0,8673,9798,18471
620070014,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5051,ARBOLETES,Municipal,20050002,5,POO,MADERA,FRANCIA,502,0,8673,9798,18471
620070014,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5051,ARBOLETES,Municipal,,997,TARJETAS NO MARCADAS,,,402,0,8673,9798,18471
620070014,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5051,ARBOLETES,Municipal,,998,VOTOS NULOS,,,225,0,8673,9798,18471
620070014,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5051,ARBOLETES,Municipal,,999,VOTOS EN BLANCO,,,48,0,8673,9798,18471
620070015,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5055,ARGELIA,Municipal,20050004,1,GRANADA,VALENCIA,FLOR DEY,1317,0,2820,3191,6011
620070015,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5055,ARGELIA,Municipal,19930001,2,VALENCIA,OCAMPO,GUILLERMO LEON,17,0,2820,3191,6011
620070015,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5055,ARGELIA,Municipal,20060002,3,MONSALVE,RAMIREZ,HENRY MAURICIO,49,0,2820,3191,6011
620070015,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5055,ARGELIA,Municipal,18490002,4,PEREZ,LOAIZA,GERARDO,1483,1,2820,3191,6011
620070015,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5055,ARGELIA,Municipal,,997,TARJETAS NO MARCADAS,,,42,0,2820,3191,6011
620070015,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5055,ARGELIA,Municipal,,998,VOTOS NULOS,,,59,0,2820,3191,6011
620070015,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5055,ARGELIA,Municipal,,999,VOTOS EN BLANCO,,,7,0,2820,3191,6011
620070016,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5059,ARMENIA,Municipal,20050004,1,SANCHEZ,POSADA,GONZALO,30,0,2280,2450,4730
620070016,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5059,ARMENIA,Municipal,19930001,2,LAVERDE,PARRA,MAURICIO HERNAN,83,0,2280,2450,4730
620070016,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5059,ARMENIA,Municipal,18490002,3,ACEVEDO,SANCHEZ,LUIS NORBEY,864,0,2280,2450,4730
620070016,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5059,ARMENIA,Municipal,18480001,4,PARRA,GIL,MARTHA LIBIA,1213,1,2280,2450,4730
620070016,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5059,ARMENIA,Municipal,20050001,5,GIRALDO,CUARTAS,LUIS EMILIO,29,0,2280,2450,4730
620070016,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5059,ARMENIA,Municipal,,997,TARJETAS NO MARCADAS,,,55,0,2280,2450,4730
620070016,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5059,ARMENIA,Municipal,,998,VOTOS NULOS,,,52,0,2280,2450,4730
620070016,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5059,ARMENIA,Municipal,,999,VOTOS EN BLANCO,,,25,0,2280,2450,4730
620070017,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5079,BARBOSA,Municipal,20050004,1,RENDON,ESTRADA,FLAVIO,487,0,15128,14525,29653
620070017,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5079,BARBOSA,Municipal,19980010,2,BENJUMEA,ZAPATA,FRANCISCO JAVIER,5389,1,15128,14525,29653
620070017,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5079,BARBOSA,Municipal,20060002,3,GOMEZ,GOMEZ,GERARDO,1495,0,15128,14525,29653
620070017,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5079,BARBOSA,Municipal,18490002,4,LONDONO,MOLINA,ELEUTERIO,53,0,15128,14525,29653
620070017,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5079,BARBOSA,Municipal,19970002,5,SIERRA,AGUDELO,HECTOR HERNAN,2214,0,15128,14525,29653
620070017,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5079,BARBOSA,Municipal,18480001,6,CATANO,VELEZ,HERNANDO ALOSNO,3436,0,15128,14525,29653
620070017,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5079,BARBOSA,Municipal,20050002,7,GARCIA,RESTREPO,EDISON,2683,0,15128,14525,29653
620070017,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5079,BARBOSA,Municipal,,997,TARJETAS NO MARCADAS,,,572,0,15128,14525,29653
620070017,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5079,BARBOSA,Municipal,,998,VOTOS NULOS,,,539,0,15128,14525,29653
620070017,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5079,BARBOSA,Municipal,,999,VOTOS EN BLANCO,,,376,0,15128,14525,29653
620070018,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5086,BELMIRA,Municipal,20050004,1,MEDINA,BUSTAMANTE,JORGE ALCIDES,1048,0,1964,2150,4114
620070018,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5086,BELMIRA,Municipal,20060002,2,VIVARES,VELASQUEZ,JOSE LUIS,32,0,1964,2150,4114
620070018,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5086,BELMIRA,Municipal,18480001,3,LONDONO,LONDONO,JORGE IGNACIO,1455,1,1964,2150,4114
620070018,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5086,BELMIRA,Municipal,,997,TARJETAS NO MARCADAS,,,55,0,1964,2150,4114
620070018,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5086,BELMIRA,Municipal,,998,VOTOS NULOS,,,37,0,1964,2150,4114
620070018,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5086,BELMIRA,Municipal,,999,VOTOS EN BLANCO,,,35,0,1964,2150,4114
620070019,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5088,BELLO,Municipal,20050004,1,PEREZ,MUNOZ,OSCAR ANDRES,48808,1,141491,116035,257526
620070019,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5088,BELLO,Municipal,18490002,2,VANEGAS,ESCOBAR,CLAUDIA CRISTINA,3467,0,141491,116035,257526
620070019,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5088,BELLO,Municipal,18480001,3,ROLDAN,AVENDANO,JOHN JAIRO,48619,0,141491,116035,257526
620070019,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5088,BELLO,Municipal,20050001,4,MUNOZ,LOPERA,LEON FREDY,5669,0,141491,116035,257526
620070019,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5088,BELLO,Municipal,,997,TARJETAS NO MARCADAS,,,4675,0,141491,116035,257526
620070019,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5088,BELLO,Municipal,,998,VOTOS NULOS,,,2716,0,141491,116035,257526
620070019,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5088,BELLO,Municipal,,999,VOTOS EN BLANCO,,,8077,0,141491,116035,257526
620070020,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5091,BETANIA,Municipal,20050004,1,ROJAS,VELEZ,JUAN ALBERTO,172,0,3407,3917,7324
620070020,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5091,BETANIA,Municipal,19980010,2,BALBIN,COSSIO,ROBINSON EDUARDO,1,0,3407,3917,7324
620070020,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5091,BETANIA,Municipal,20060002,3,MONTOYA,ALZATE,JUAN CARLOS,656,0,3407,3917,7324
620070020,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5091,BETANIA,Municipal,19970002,4,GUARIN,MANRIQUE,JOSE JOAQUIN,354,0,3407,3917,7324
620070020,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5091,BETANIA,Municipal,18480001,5,VILLADA,URIBE,CARLOS MARIO,1210,1,3407,3917,7324
620070020,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5091,BETANIA,Municipal,20070268,6,SANCHEZ,SANCHEZ,JOHAN ALBEIRO,1190,0,3407,3917,7324
620070020,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5091,BETANIA,Municipal,,997,TARJETAS NO MARCADAS,,,103,0,3407,3917,7324
620070020,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5091,BETANIA,Municipal,,998,VOTOS NULOS,,,117,0,3407,3917,7324
620070020,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5091,BETANIA,Municipal,,999,VOTOS EN BLANCO,,,19,0,3407,3917,7324
620070021,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5093,BETULIA,Municipal,20050004,1,VELEZ,YEPES,LEON DARIO,1675,0,5643,6362,12005
620070021,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5093,BETULIA,Municipal,18480001,2,LEMA,HURTADO,JUAN MANUEL,4273,1,5643,6362,12005
620070021,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5093,BETULIA,Municipal,,997,TARJETAS NO MARCADAS,,,144,0,5643,6362,12005
620070021,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5093,BETULIA,Municipal,,998,VOTOS NULOS,,,107,0,5643,6362,12005
620070021,2007,Alcaldía Municipal,Octubre 28,5,ANTIOQUIA,5093,BETULIA,Municipal,,999,VOTOS EN BLANCO,,,32,0,5643,6362,12005
